product_id,mpn
1233,HMCG88MEBSA092N
1234,F5-6800J3445G16GX2-RS5K
1235,Unknown
1236,KF560C36BBEAK2-32
1237,CL36
1238,flbd516g6000hc38adc01
1239,CTCED532G6000HC38GDC01
1240,CMH32GX5M2E6000C36
1241,CL36
1242,M323R2GA3BB0-CQK
1243,KF552C40BWA-16
1244,M324R4GA3PB0-CWM
1244,M324R4GA3PB0-CWM0D
1245,F5-6000J3636F32GX2-TZ5RK
1246,Unknown
1247,MTC16C2085S1UC48BA1 BF
1247,MTC16C2085S1UC48BA1
1247,PC5-4800B-UB0-1010-XT
1247,DPAX7B8002
1247,5M30Z71685
1248,F5-5600J3636C16GX2-RS5K
1249,5M31N59998
1249,5M31N59995
1249,5M31N60005
1249,5M31Q52599
1249,5M31T62250
1250,FLARD532G6000HC38ADC01
1251,PVV532G600C30K
1252,Unknown
1253,Unknown
1254,F5-7800J3646H16GX2-TZ5RK
1255,271617
1256,M323R2GA3BB0-CQKOL
1256,M323R2GA3BB0CQKOL
1257,M435R2GA3PB1-CCPSG
1258,Unknown
1259,PC5-5600B-SB0-1010-XT
1259,M425R6GA3PB0-CWM0D
1260,HMCG78AGBSA092N AA
1261,M323R2GA3PB0-CWMOL
1262,HMCG78MEBUA084N
1263,KVR56U46BS8-16
1264,802COF24104747B158
1265,CP2K32G64C40U5B
1266,MTC20C2085S1EC48BA1
1267,PC-6400B-VA0-1211-XT
1268,Unknown
1269,F5-8400J4052G24GX2-TR5G
1270,kcp556us6-8
1271,VEUR532G6028K
1271,VEUR548G6028K
1271,VEUR548G6432K
1271,VEUR564G6028K
1271,VEUR564G6432K
1271,VEUR596G6028K
1271,VEUR596G6432K
1272,Unknown
1273,HMCG66MEBUA081N
1274,JM4800ALE-32G
1275,AX5U6000C3016G-CLARBK
1276,ND5U1660405BRKDA
1277,CMH32GX5M2B6000C30
1278,LV56S46BS8HA
1279,CMH32GX5M2B5600C36W
1280,FF4D564G6000HC38ADC01
1280,X003K5205R
1281,M321R4GA0BB0CQKMG
1282,HMCG88AGBSA092N AA
1283,Unknown
1284,HMCG78MEBUA081N
1285,CTCCD532G6000HC48DC01
1286,HMCG66AEBSA095N
1287,F5-6400J3039G16GX2-TR5NS
1288,CMK32GX5M2D6000C30
1289,Unknown
1290,M425R2GA3BB0-CQKOD
1291,CTCED532G6000HC38ADC01
1292,FF3D532G6000HC30DC01
1293,FLRD516G600HC38ABK
1294,Unknown
1295,HMCG88MEBUA081N
1295,HMCG88MEBUA084N
1296,Unknown
1297,Unknown
1298,M425R2GA3BB0-CQK0L
1299,HMCG78AGBUA084N
1300,F5-5600U3636C16GX2-TZ5RK
1301,MTC16C2085S1VC64BD1
1302,AT16G1D5D5600NS8N11V
1303,CL36363676
1304,CTCED532G6400HC40BDC01
1305,Unknown
1306,f5-6000j3038f8gh1-fx5
1307,KF572C38RSK232
1308,MTC16C2085S1UC56BD1
1309,CMH64GX5M2A4800C40
1310,KF584CU40RWAK2-48
1311,M425R4GA3PB0-CWM
1312,KF560R32RBK4-64
1313,5M30Z71687
1313,M323R2GA3BB0-CQK0D
1313,M323R2GA3BB0
1314,5M31N59997
1314,5M31N59994
1314,5M31N60004
1315,KCP548SD8-32
1316,PVXR532G64C32KM
1317,Unknown
1318,HMCG78AGBUA081N
1319,FLBD516G6400HC38JBK
1320,CMK48GX5M2E6000C36
1321,M425R2GA3BB0-CWMOD
1322,HP52U40S6HA8FRAE
1323,F5-6000J3040G32GX2-TZ5N
1324,CT16G56C46U5.M8G1
1325,F5-6400J3239F24GX2-TZ5NRW
1326,KF560C36BBE2K2-32
1327,PC5-51200
1328,KF552C40BBK2-32
1329,F5-6000J3636F16GX1-RM5NRK
1330,KF564C32BBEAK2-32
1331,F556S401BK2-32
1332,KF548S38IBK2-32
1333,CT2K8G56C46U5
1334,M323R1GB4BB0
1335,HMCG84MEBRA107N
1336,CT16G56C46S5
1337,HMCG78AEBSA095N
1338,HMCG66AGBSA092N
1339,F5-5600J2834F32GX2-RS5K
1340,F5-5600U3636C16GX2-TZ5RS
1341,KF552C40BBK2-32
1342,FF4D532G6400HC40BDC01
1343,Unknown
1344,Unknown
1345,KF552C40BBAK2-16
1346,CMH32GX5M2E6000C36
1347,MTC8C1084S1SC56BD1 BF
1347,PC55600BSA01110XT
1348,F5-6400J3239G32GX2-TZ5RK
1349,KF556C40BBK2-64
1350,JM4800ASE32G
1351,CMH16GX5M2B5200Z40
1352,BD8G6000MC28
1353,HMCG78MEBSA095N BA
1354,FLBD532G6000HC30DC01
1355,PVVR532G600C30K
1356,HMCG78AEBUA084N
1357,CMH32GX5M2B5600C36
1358,HP56U46BS6MDF-8
1359,F5-6000J3040G32GX2-FX5
1360,KF560R32RBEK4-128
1361,MTC20C2085S1EC56BD1
1362,F5-5200J4040A32GX2-RS5K
1363,Unknown
1364,KF552C40BB-16
1365,FF4D532G6400HC32ADC01
1366,CMH32GX5M2N6400C36W
1367,AD5S560032G-S
1368,CMH64GX5M2B6000C30
1369,CMH64GX5M2D6000C40
1370,TED516G5600C46BK
1371,M321R2GA3BB6-CQK
1372,KVR56U46BD8-48-MB
1373,HMCG78AGBUA
1374,Unknown
1375,HMCG78AGBRA191N
1376,KF560C36BBEK2-16
1376,HP52U40S6HA8FRAE
1377,F5-6400J3239G16GX2-TZ5K
1377,F5-6400J3239G16GX2-TZ5RK
1378,Unknown
1379,Unknown
1380,AT8G2D5D4800NNRN11V
1381,Unknown
1382,M425R2GA3EB0-CWMOD
1383,Unknown
1384,MTC20F2085S1RC48BA1
1385,M323R2GA3DBO-CWMOD
1386,F5-6000J3036F16GX2-FX5
1387,Does not apply
1388,Unknown
1389,M321RAJA0MB0CWM
1389,M321RAJA0MB0-CWMCJ
1390,CT00000XXX00X-00XXX0
1391,KF560C36BBEK2-16
1392,PVER532G60C30W
1393,KF556C40BBAK2-16
1394,Unknown
1395,CMH96GX5M2B6000C30
1396,CMK32GX5M2B5600C36
1396,ACJPT6510MBN1
1397,M323R2GA3BB0-CQK
1397,M323R2GA3BB0-CQKOL
1397,M323R2GA3BB0-CQKOD
1397,M323R2GA3BB0-CQKPN
1397,M323R2GA3BB0-CQK0L
1398,CMP32GX5M2B6000C30W
1399,PC54800B
1400,PC55600BUC01010XT
1401,HMCG88AGBUA084N
1402,Unknown
1403,Unknown
1404,MTC4C10163S1SC56BD1
1405,TPBD532G4800HC40BK
1406,Unknown
1407,M323R4GA3BB0-CQKOL
1408,CMK96GX5M2B6400C32
1409,CT2K16G48C40U5
1410,SP016GBSVU480F02
1411,KMKM7M
1412,IRGB
1413,X1XJ4R-MIA-A
1414,AD5U480032GS-B
1415,CMP48GX5M2X7200C36W
1415,A8KDT41300KSNR
1416,M321RYGA0PB0-CWMKH
1417,F5-6000J3636F16GX2-TZ5NR
1418,M425R1GB4BBO-CQKOL
1419,F5-6000J3636F16GX2-RM5RW
1420,MTC8C1084S1SC56BD1
1421,F5-6000J3444F64GX2-TZ5NR
1422,KF560C36BBE2AK2-32
1423,F5-6000J3644D64GX2-TZ5NR
1424,HMCG78MEBSA092N
1425,FF3D516G6000HC38ABK
1426,GP-ARS32G52D5
1427,KF560C36BWEK2-32
1428,Unknown
1429,CMH64GX5M2Y6400C32
1430,HMCG78AGBUA081N
1431,CMK32GX5M2B6000C36
1432,F5-5600J4040D48GX2-TZ5NR
1433,CMH96GX5M2N7200C40
1434,CT2K645C46U5
1434,CT2K64G56C46U5
1435,Unknown
1436,M425R1GB4BB0-CQK
1437,KF548C38BBK2/32
1438,M324R4GA3BB0-CQK
1439,F5-6400J3239G16GA2-TZ5RS
1440,MTC4C10163S1SC56BG1
1441,RMSB3410HA88IBF‑5600LA
1442,F5-6000J3636F16GX2-TZ5NR
1443,271615_51
1444,M425R2GA3BB0-CQK
1445,KF556C40BBAK2-64
1446,TMXSAL1660830KWK
1447,FF4D516G5600HC36BBK
1448,AD5S560016G-B
1449,CP2K16G64C32U5B
1449,CL32
1450,Unknown
1451,KCP556US8-16
1452,CMP64GX5M2X6600C32
1453,M425R1GB4PB0CWM0D
1454,Unknown
1455,EB63-A785
1456,HMCG78AGBRA
1456,HMCG78AGBRA191N
1457,Unknown
1458,CMH192GX5M4B5200C38
1459,5M31K03082
1460,F5-6000J3636F16GX2-TZ5RK
1461,F5-5200J4040A32GX2-RS5K
1462,M321RBGA0B40-CWK
1463,CP2K32G64C40U5W
1464,M425R2GA3BB0CQK0L
1465,KSM48R40BD4TMM-64HMR
1465,KSM48R40BD4TMM64HMR
1466,F5-6400J3239G16GX2-TZ5RK
1467,HMCG88AGBSA095N
1468,F5-6000J3636F16GX2-FX5
1469,CMT64GX5M2B6800C40
1470,Unknown
1471,otmxfal3280840kwk
1472,CT32G56C46S5
1473,M323R4GA3BB0-CQK
1473,M323R4GA3BB0-CQK0L
1474,CMH96GX5M2E6000Z36
1475,F5-6400J3239G16GX2-TZ5NRW
1476,KF560C36BWE2AK2-32
1477,AD5S480016G-S
1478,Does not apply
1479,6400MHZ
1480,F5-5600J3636C16GX2-FX5
1481,Unknown
1482,KF560C36BWE2AK2-32
1483,Unknown
1484,F5-6000J2636H16GX2-TZ5NR
1485,AT16G2D5D4800NNRN11V
1486,ffpd532g7200hc34adc01
1487,SP016GXLWU60CF5K
1488,ted516g5600c46a-s01
1489,Unknown
1490,PVV532G600C36K
1491,FF3D532G7200HC34ADC01
1492,VEUR532G6028K
1493,5M31L87445
1494,F56000J3038F16GX2FX5
1494,F5-6000J3636F16GX2-FX5
1495,M425R1GB4BB0-CQK
1495,M425R1GB4BB0-CQKOL
1496,M425R1GB4BB0-CQK0L
1497,M425R4GA3BB0-CWM
1498,HMCG66AGBUA081N
1499,F5-8000J3848F24GX2-TZ5RW
1500,HMCG78MEBSA092N
1501,M425R2GA3BB0
1502,HMCG66AGBUA084N
1503,EB70-J993
1504,M425R1GB4BB0-CWM
1505,M425R2GA3BB0-CWM0D
1506,Unknown
1507,HMCG66AGBUA
1507,HMCG66AGBUA081N
1507,HMCG66AGBUA084N
1508,HMCG88MEBUA081N
1509,Unknown
1510,KN.8GB04.073
1511,M97595-001
1512,SP016GBSVU560F02
1513,M321R4GA3EB0-CWM
1514,M425R2GA3BB0-CWM0D
1515,CT16G56C46U5
1516,ad5s480016g-s
1517,Unknown
1518,PSD516G560081S
1519,Unknown
1520,HMCG88AHBRA286N
1521,CMP48GX5M2B7000C36
1522,N77399005
1523,Unknown
1524,KF556C36BBEK2-16
1525,F5-6000J3038F16GX2-FX5
1526,CMT32GX5M2B5600C36W
1527,CMH32GX5M2B6000Z38
1528,F5-6000J3038F16GH1-TZ5NR
1529,HMCG78AGBRA
1530,CMH64GX5M2N6000C30
1531,PVER532G56C38W
1532,Unknown
1533,CMK32GX5M2B5200C40
1534,HMCG88MEBUA081N
1534,HMCG88MEBUA084N
1535,MN64GK2D55600-TB
1536,CT16G5C46S5.C8D
1537,KF556C36BBEAK2-64
1538,Unknown
1539,KF564C32BBEAK2-64
1540,MTC10F1084S1RC48BA1
1541,Unknown
1542,KF564C32RSK2-32
1543,KCP556SD8-32
1544,tmxsao1660830kkk
1545,AD5S560016G-S
1546,CMH32GX5M2E6000C36
1547,TMXSL1660836KWK
1548,Unknown
1549,F5-5600J3636C8GH2-FX5
1550,KF556C40BBK4
1551,CMH32GX5M2N6400C36
1551,A9UGT5310QMYA
1551,CMH32GX5M2B6400C36
1552,Unknown
1553,CMT32GX5M2X6200C36
1554,CT2K16G48C40U5-ATC
1555,F5-6400J3239G16GX2-TZ5S
1555,DDR56400
1556,CBDAD5S560016G-BAD
1557,PC54800BSA01010XT
1557,HMCG78MEBSA095N
1558,CMP5S32G3B64C32A2
1558,CMP64GX5M2B6400C32
1559,Does not apply
1560,KD5AGUA80-56G460A
1561,CMH32GX5M2B6000C40
1562,Unknown
1563,KF560C40BBAK2-64
1564,Unknown
1565,KS4800D5N1101GB
1566,PC5-44800
1567,M425R1GB4BB0-CQK
1567,M425R1GB4PB0
1568,KF564C32RWAK2-64
1569,TED532G5600C46A-SBK
1570,CMK32GX5M2Y6000Z30
1571,Unknown
1572,KCP548SS8-16
1573,CMK32GX5M2B6400C36
1574,F5-6400J3648F16GX2-RM5RW
1575,HM08GGB6AQUA0N
1576,M323R2GA3DB0-CWM
1576,M323R2GA3DB0-CWMJD
1577,HMCG84MEBRA103N
1578,Unknown
1579,NMGD516F815200NI00
1580,Unknown
1581,M425R4GA3BB0-CWM
1581,M425R4GA3BB0-CQK
1582,Unknown
1583,16GB DDR5 SODIMM
1584,MTC8C1084S1SC48B
1584,MTC8C1084S1SC48BA1
1585,M323R1GB4BB0-CQK
1585,M323R1GB4BB0-CQKOL
1586,5M31L87360
1587,5M31K03055
1588,HMCG66AGBSA
1589,MTCAK10818S8EC-48BA1BF
1590,AT16G1D5S5600NS8N11V
1591,CT2K8G52C42U5
1592,M425R2GA3BB0-CWM
1593,HMCG78MEBSA095N
1594,CP16G60C36U5B.M8D1
1595,CMK32GX5M2E6000C36
1596,HMCG78AGBSA
1596,HMCG78AGBSA092N
1596,HMCG78AGBSA095N
1597,64GB DDR5 CAMM
1598,N77399-001
1599,FLBD516G6000HC38GBKT
1600,P64336-B21-MB
1601,CT24G56C46S5
1602,Unknown
1603,M425R1GB4BB0-CQK0L
1604,M323R1GB4DB0
1605,CT12G56C46S5
1606,f5-5600j3636c8gh2-fx5
1607,Unknown
1608,HMCG78AGBSA092N
1609,9995783-E40
1610,F5-6000J3238G32GX2-TZ5NR
1611,EB70-J876
1612,Unknown
1613,M425R1GB4BB0-CQKOL
1614,EB70-I4344
1615,CTCED548G6400HC32ADC01
1616,HMCG66AEBUA084N
1617,Unknown
1618,HMCG78MEBUA
1619,CMSX64GX5M2A4800C40
1620,FF4D516G6000HC38ADC01
1621,CT8G48C40U5
1622,HMCG66MEBSA092N
1623,CT2K32G48C40S5
1624,10085584
1625,9DE00422-PVV516G600C36GK
1626,Unknown
1627,KF560S38IBK2-32
1628,CT16G48C40U5
1629,4X71K53891
1630,EB70-D809
1631,KF564C32BBEK2-64
1632,KVR48S40BS8K2-32-ATC
1633,M323R4GA3BB0-CQK
1633,M323R4GA3BB0-CQK0D
1633,M323R4GA3BB0-CQKOL
1634,EB70-B6807
1635,CT32G48C40U5
1636,KF560C36BBE2AK2-32
1637,TED58G5600C46BK
1638,M425R2GA3BBO-CWMOD
1639,M425R2GA3PB0-CWM
1639,M425R2GA3PB0
1640,Corsair VENGEANCE DDR5 32GB
1641,VEU532G6028K
1642,CM5S16GM4800A40T2
1643,AT32G1D5D4800ND8N11V
1644,Unknown
1645,KV3H4X-HYM-I
1646,f5-6000j3636f16gx1-fx5
1647,M425R4GA3EB0-CWMOD
1648,CTCED564G6000HC34BDC01
1649,Unknown
1650,KSM56E46BD8KM-32HA-MB
1651,Unknown
1652,Unknown
1653,KCP552SD8-32
1653,KCP552SD832
1654,CMH32GX5M2E6000Z36
1655,KF556C36BBEK2-32
1656,HMCG78MEBSA092N
1657,4N59R
1658,KF560C30BWEK2-32
1659,KF560C36BBE-16
1660,FF3D548G8200HC38EJC01
1661,BD8G6400MC28
1662,F5-6800J3445G16GX2-TZ5RK
1663,5M31N59978
1664,KSM56E46BD8KM32HA
1664,KSM56E46BD8KM-32HA
1665,83P90AA
1666,4M9Y5AA/AX
1667,Unknown
1668,TED532G4800C40D
1669,M425R2GA3EB0-CWMOL
1670,TMXSAO1660830KKK
1671,M425R2GA3EB0-CWM0L
1672,M323R1GB4DB0-CWM
1673,KF564C32BBEK2-32
1674,M323R2GA3DB0-CWM
1674,M323R2GA3PB0-CWM
1675,HP56S46BS8HA-16
1676,M425R2GA3BB0-CWM
1677,CP2K16G60C36U5W
1678,F5-6400J3239G32GX2-TZ5RS
1679,CT2K8G56C46U5
1680,TED532G5600C46DC01
1681,F5-4800S3838A32GA1-RS
1682,ff4d516g6000hc38adc01
1683,Unknown
1684,M425R4GA3BB0-CQK0L
1685,HMCG66AGBSA092N BA
1686,KF552C40BBAK2-64
1687,PVVR532G56C36
1688,Unknown
1689,F5-7200J3646F24GX2-TR5S
1690,CMH32GX5M2D6000C36
1691,VEUR564G6028K
1692,PVV532G700C32K
1692,PVV532G720C34K
1692,PVV532G740C36K
1693,CT2K16G48C40U5-16
1694,veb532g6030kw
1695,AT32G1D5S5600ND8N11V
1696,CMK64GX5M2B5600C40
1697,16 GB PC5-44800
1698,PVER532G60C30KW
1698,PVER548G60C42KW
1698,PVER596G60C42KW
1699,MRA5S520HHHD48GX2
1700,FF3D532G6000HC30BK
1701,SNPR62CWC/32G
1702,F56400J3239F24GX2TZ5NRW
1703,Unknown
1704,AXG1147102164/1-MB
1705,PVV532G700C32K
1706,KF548S38IB-8
1707,CMH32GX5M2D6000C36
1708,KF556C40BBA-16
1709,XF1R8M-HYM-A
1710,F5-6800J3445G32GX2-TZ5RK
1711,Unknown
1712,Unknown
1713,CT12G56C46S5.M4B1
1714,CT2K16G56C46U5
1715,MTC8C1084S1SC48BA1 BC
1715,MTC8C1084S1SC48BA1
1716,cp2k16g64c38u5w
1717,HMCG66AGBSA095N
1718,Variable
1719,CMP32GX5M2X6600C32
1720,AT16G2D5S4800NNRN11V
1721,M323R4GA3BB0-CQKOL
1722,Unknown
1723,KF556S40IB-16
1724,PVVR516G56C36
1724,PVVR516G60C30
1724,PVVR532G56C36
1724,PVVR532G60C30
1725,AT16G1D5D4800US8EC4N11V
1726,Unknown
1727,KF560C30BBEAK2-64
1728,ax5u6000c3016g-clabk
1729,AC774048-TM
1730,EB70-I2683
1731,PVV564G600C36K
1731,9DE00350
1732,Unknown
1733,PVV532G640C32K
1734,SNPGD7H7C/128G-MB
1735,EB70-J855
1736,Unknown
1737,CT1660
1738,EB70-B14205
1739,BD32G6000MC28
1740,su064gxlwu60
1741,NA
1741,HMCG88MEBSA092N
1742,CMK32GX5M2B5600C36
1743,FF3D532G6000HC28ADC01
1744,FF4D532G6000HC30DC01
1745,Unknown
1746,Unknown
1747,Unknown
1748,MTC4C10163S1UC48BA1
1749,KD5AGUA80-62B280G
1750,HMCG66MEBSA092N
1751,CP16G60C36U5B.M8D1
1752,5M31N59994
1753,PVER516G60C42W
1753,PVER516G60C30W
1754,F5-6800J3445G16GX2-RM5RK
1755,P48429-H61
1756,F5-6000J3636F32GX2-TZ5RK
1757,F5-6400J3239G16GX2-TZ5RS
1758,Unknown
1759,M323R1GB4DB0-CWM
1760,PC5-38400
1761,CT32G56C46S5.M16D1
1762,CP2K16G60C48U5
1763,Unknown
1764,F5-4800S3434A16GA2-RS
1765,EB70-J1528
1766,MTC8C1084S1SC48BA1
1767,EB70-B9662
1768,EB70-J614
1769,EB70-B11661
1770,EB63-A154
1771,AD5U480016G-S-ATC
1772,AT8G1D5D5600NS16N11V
1773,EB70-B8676
1774,Unknown
1775,F5-6000J3040G32GX2-FX5
1776,4X71K20069
1777,KF552C40BBAK2-16
1778,EB70-B4111
1779,EB70-I624
1780,EB70-B8673
1781,EB63-A376
1782,EB63-A699
1783,M425R4GA3BB0-CQK
1784,EB63-A492
1785,EB63-A665
1786,PVVR532G560C36K
1786,PVVR532G600C36K
1786,PVVR532G600C30K
1786,PVVR532G620C40K
1786,PVVR532G640C32K
